"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","23","2.1.0","469616","p025","5","","","","","","","","","","","","",""
"emotion-grid","24","null","517811","p025","5","","","","","","p025","main","2","4","[{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""fish_2.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":472179.00000000006},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""butterfly_2.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":474179.00000000006},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""squirrel_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":475791},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""sheep_2.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":477573.00000000006},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""horse_2.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":479967},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""wolf_2.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":484495},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""pigeon_2.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":487113},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""pigeon_2.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":489605},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""lion_2.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":491657},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""fox_2.jpg"",""grid_col"":3,""grid_row"":3,""timestamp"":494226},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""peacock_2.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":496669},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""ladybug_2.jpg"",""grid_col"":1,""grid_row"":4,""timestamp"":498637},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""dolphin_2.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":500336},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""lion_2.jpg"",""grid_col"":7,""grid_row"":4,""timestamp"":506808},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""squirrel_2.jpg"",""grid_col"":7,""grid_row"":2,""timestamp"":512179},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""peacock_2.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":513830.00000000006},{""participant"":""p025"",""phase"":""main"",""block"":2,""trial"":4,""image"":""squirrel_2.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":514681.00000000006}]","","",""
"html-button-response","25","2.1.0","518395","p025","5","","","","","","","","","","","583","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","26","2.1.0","531772","p025","5","","","","","","","","","","","","",""
"html-button-response","27","2.1.0","532826","p025","5","","","","","","","","","","","1035","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Ready for the next round?
        </div>
      </div>


    ","0"
"html-button-response","28","2.1.0","533928","p025","5","","","","","","","","","","","1101","
            <div style=""font-size:24px; padding:20px;"">
              Block 3 of 3
            </div>
          ","0"
"html-button-response","29","2.1.0","538324","p025","5","","","","","","","","","","","","",""
"emotion-grid","30","null","586241","p025","5","","","","","","p025","main","3","5","[{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""sad_1.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":541390},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""fearful_2.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":543851},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""fearful_1.jpg"",""grid_col"":5,""grid_row"":4,""timestamp"":547918},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""disgust_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":550728.0000000001},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""disgust_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":552721},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""happy_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":555306},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""happy_2.jpg"",""grid_col"":1,""grid_row"":4,""timestamp"":557482},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""angry_1.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":562493},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""surprise_2.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":568898},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""surprise_1.jpg"",""grid_col"":2,""grid_row"":6,""timestamp"":572692},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""angry_2.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":577277},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":5,""image"":""sad_2.jpg"",""grid_col"":9,""grid_row"":6,""timestamp"":579880}]","","",""
"html-button-response","31","2.1.0","587293","p025","5","","","","","","","","","","","1050","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","32","2.1.0","590411","p025","5","","","","","","","","","","","","",""
"emotion-grid","33","null","651270","p025","5","","","","","","p025","main","3","6","[{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""surprise_4.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":593297},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""disgust_3.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":595982},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""happy_4.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":598492},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""sad_3.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":601359},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""disgust_4.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":603978.0000000001},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""happy_3.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":608616},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""fearful_4.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":612974},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""sad_4.jpg"",""grid_col"":1,""grid_row"":4,""timestamp"":617379},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""surprise_3.jpg"",""grid_col"":5,""grid_row"":5,""timestamp"":628427},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""angry_4.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":635782},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""angry_3.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":637767},{""participant"":""p025"",""phase"":""main"",""block"":3,""trial"":6,""image"":""fearful_3.jpg"",""grid_col"":7,""grid_row"":5,""timestamp"":645496}]","","",""
"html-button-response","34","2.1.0","652479","p025","5","","","","","","","","","","","1208","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
