"trial_type","trial_index","plugin_version","time_elapsed","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"emotion-grid","15","null","489189","p016","8","","","","","","p016","main","1","2","[{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""dolphin_1.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":459025.00000000006},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""ladybug_1.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":461292.00000000006},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""sheep_1.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":462911},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""peacock_1.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":466312},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""wolf_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":468897},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""pigeon_1.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":471174.00000000006},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""lion_1.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":473151},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""squirrel_1.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":474810},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""fox_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":477511},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""horse_1.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":480121.00000000006},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""fish_1.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":482933},{""participant"":""p016"",""phase"":""main"",""block"":1,""trial"":2,""image"":""butterfly_1.jpg"",""grid_col"":3,""grid_row"":2,""timestamp"":485449}]","","",""
"html-button-response","16","2.1.0","495630","p016","8","","","","","","","","","","","6438","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","17","2.1.0","513264","p016","8","","","","","","","","","","","","",""
"html-button-response","18","2.1.0","517199","p016","8","","","","","","","","","","","3931","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Ready for the next round?
        </div>
      </div>


    ","0"
"html-button-response","19","2.1.0","518356","p016","8","","","","","","","","","","","1156","
            <div style=""font-size:24px; padding:20px;"">
              Block 2 of 3
            </div>
          ","0"
"html-button-response","20","2.1.0","526512","p016","8","","","","","","","","","","","","",""
"emotion-grid","21","null","556423","p016","8","","","","","","p016","main","2","3","[{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""tree_2.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":529954.0000000001},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""grass_2.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":532054},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""peanut_2.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":533821},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""broccoli_2.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":535924},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""leaf_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":537574},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""apple_2.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":539309},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""blueberry_2.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":541003},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""flower_2.jpg"",""grid_col"":10,""grid_row"":3,""timestamp"":543462},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""cherry_2.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":545378},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""cactus_2.jpg"",""grid_col"":3,""grid_row"":1,""timestamp"":547690},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""acorn_2.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":549157},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":3,""image"":""cabbage_2.jpg"",""grid_col"":2,""grid_row"":4,""timestamp"":551216}]","","",""
"html-button-response","22","2.1.0","565758","p016","8","","","","","","","","","","","9334","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","23","2.1.0","578609","p016","8","","","","","","","","","","","","",""
"emotion-grid","24","null","600639","p016","8","","","","","","p016","main","2","4","[{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""leaf_1.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":581252.0000000001},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""peanut_1.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":582477},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""cherry_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":583787},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""grass_1.jpg"",""grid_col"":8,""grid_row"":6,""timestamp"":584955},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""cabbage_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":586281.0000000001},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""broccoli_1.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":587747},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""blueberry_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":589106},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""cactus_1.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":590399},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""tree_1.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":591808},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""acorn_1.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":592969},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""apple_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":594878},{""participant"":""p016"",""phase"":""main"",""block"":2,""trial"":4,""image"":""flower_1.jpg"",""grid_col"":10,""grid_row"":2,""timestamp"":596429}]","","",""
"html-button-response","25","2.1.0","603860","p016","8","","","","","","","","","","","3219","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","26","2.1.0","619575","p016","8","","","","","","","","","","","","",""
"html-button-response","27","2.1.0","623528","p016","8","","","","","","","","","","","3950","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job! Ready for the next round?
        </div>
      </div>


    ","0"
"html-button-response","28","2.1.0","624577","p016","8","","","","","","","","","","","1049","
            <div style=""font-size:24px; padding:20px;"">
              Block 3 of 3
            </div>
          ","0"
"html-button-response","29","2.1.0","631809","p016","8","","","","","","","","","","","","",""
"emotion-grid","30","null","666337","p016","8","","","","","","p016","main","3","5","[{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""sad_4.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":635921},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""disgust_3.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":637621},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""surprise_3.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":639231},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""happy_3.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":640839},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""sad_3.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":643633},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""angry_3.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":647327},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""disgust_4.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":648939},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""happy_4.jpg"",""grid_col"":2,""grid_row"":3,""timestamp"":652413},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""fearful_4.jpg"",""grid_col"":2,""grid_row"":6,""timestamp"":655666},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""surprise_4.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":658058},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""angry_4.jpg"",""grid_col"":8,""grid_row"":6,""timestamp"":660896},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":5,""image"":""fearful_3.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":663530}]","","",""
"html-button-response","31","2.1.0","668213","p016","8","","","","","","","","","","","1874","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","32","2.1.0","671533","p016","8","","","","","","","","","","","","",""
"emotion-grid","33","null","703611","p016","8","","","","","","p016","main","3","6","[{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""happy_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":674028},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""sad_2.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":675220},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""surprise_2.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":676955},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""fearful_2.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":678580},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""fearful_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":680498},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""surprise_1.jpg"",""grid_col"":9,""grid_row"":1,""timestamp"":682516},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""disgust_2.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":684083},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""happy_2.jpg"",""grid_col"":2,""grid_row"":1,""timestamp"":687719},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""angry_1.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":690179},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""angry_2.jpg"",""grid_col"":7,""grid_row"":5,""timestamp"":692605},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""disgust_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":695173},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""angry_1.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":698033},{""participant"":""p016"",""phase"":""main"",""block"":3,""trial"":6,""image"":""sad_1.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":701254}]","","",""
"html-button-response","34","2.1.0","706060","p016","8","","","","","","","","","","","2446","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
