"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"emotion-grid","12","null","186564","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","main","1","1","[{""phase"":""main"",""block"":1,""trial"":1,""image"":""fish_1.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":129116.00000000001},{""phase"":""main"",""block"":1,""trial"":1,""image"":""wolf_1.jpg"",""grid_col"":2,""grid_row"":3,""timestamp"":131684},{""phase"":""main"",""block"":1,""trial"":1,""image"":""squirrel_1.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":135246},{""phase"":""main"",""block"":1,""trial"":1,""image"":""horse_1.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":139307.00000000003},{""phase"":""main"",""block"":1,""trial"":1,""image"":""peacock_1.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":142901},{""phase"":""main"",""block"":1,""trial"":1,""image"":""pigeon_1.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":145477},{""phase"":""main"",""block"":1,""trial"":1,""image"":""dolphin_1.jpg"",""grid_col"":6,""grid_row"":4,""timestamp"":156359},{""phase"":""main"",""block"":1,""trial"":1,""image"":""ladybug_1.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":158853},{""phase"":""main"",""block"":1,""trial"":1,""image"":""sheep_1.jpg"",""grid_col"":8,""grid_row"":4,""timestamp"":164890.00000000003},{""phase"":""main"",""block"":1,""trial"":1,""image"":""butterfly_1.jpg"",""grid_col"":1,""grid_row"":1,""timestamp"":169453},{""phase"":""main"",""block"":1,""trial"":1,""image"":""fox_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":175748},{""phase"":""main"",""block"":1,""trial"":1,""image"":""lion_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":180833}]","","",""
"html-button-response","13","2.1.0","191299","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","4734","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","14","2.1.0","199571","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","","",""
"emotion-grid","15","null","264042","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","main","1","2","[{""phase"":""main"",""block"":1,""trial"":2,""image"":""happy_2.jpg"",""grid_col"":8,""grid_row"":3,""timestamp"":202680},{""phase"":""main"",""block"":1,""trial"":2,""image"":""sad_2.jpg"",""grid_col"":2,""grid_row"":3,""timestamp"":205115},{""phase"":""main"",""block"":1,""trial"":2,""image"":""surprise_2.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":208226},{""phase"":""main"",""block"":1,""trial"":2,""image"":""angry_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":210993},{""phase"":""main"",""block"":1,""trial"":2,""image"":""disgust_2.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":225461},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fearful_2.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":231839},{""phase"":""main"",""block"":1,""trial"":2,""image"":""surprise_1.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":240021.00000000003},{""phase"":""main"",""block"":1,""trial"":2,""image"":""sad_1.jpg"",""grid_col"":6,""grid_row"":4,""timestamp"":245524},{""phase"":""main"",""block"":1,""trial"":2,""image"":""disgust_1.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":247791},{""phase"":""main"",""block"":1,""trial"":2,""image"":""angry_2.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":250401},{""phase"":""main"",""block"":1,""trial"":2,""image"":""fearful_1.jpg"",""grid_col"":2,""grid_row"":4,""timestamp"":252569.00000000003},{""phase"":""main"",""block"":1,""trial"":2,""image"":""happy_1.jpg"",""grid_col"":9,""grid_row"":6,""timestamp"":259792.00000000003}]","","",""
"html-button-response","16","2.1.0","267399","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","3355","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","17","2.1.0","275248","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","","",""
"emotion-grid","18","null","334715","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","main","1","3","[{""phase"":""main"",""block"":1,""trial"":3,""image"":""flower_1.jpg"",""grid_col"":9,""grid_row"":2,""timestamp"":278753},{""phase"":""main"",""block"":1,""trial"":3,""image"":""broccoli_1.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":280663},{""phase"":""main"",""block"":1,""trial"":3,""image"":""cherry_1.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":282405.00000000006},{""phase"":""main"",""block"":1,""trial"":3,""image"":""grass_1.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":285066.00000000006},{""phase"":""main"",""block"":1,""trial"":3,""image"":""cactus_1.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":287634},{""phase"":""main"",""block"":1,""trial"":3,""image"":""blueberry_1.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":289585},{""phase"":""main"",""block"":1,""trial"":3,""image"":""peanut_1.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":293555},{""phase"":""main"",""block"":1,""trial"":3,""image"":""leaf_1.jpg"",""grid_col"":3,""grid_row"":1,""timestamp"":305169},{""phase"":""main"",""block"":1,""trial"":3,""image"":""tree_1.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":312158},{""phase"":""main"",""block"":1,""trial"":3,""image"":""acorn_1.jpg"",""grid_col"":6,""grid_row"":1,""timestamp"":315936},{""phase"":""main"",""block"":1,""trial"":3,""image"":""cabbage_1.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":325850},{""phase"":""main"",""block"":1,""trial"":3,""image"":""apple_1.jpg"",""grid_col"":4,""grid_row"":5,""timestamp"":329527}]","","",""
"html-button-response","19","2.1.0","337455","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","2738","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","20","2.1.0","361266","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","","",""
"html-button-response","21","2.1.0","363088","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","1806","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job!
        </div>
      </div>


    ","0"
"html-button-response","22","2.1.0","364999","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","1911","
      <div style=""font-size:24px; padding:20px;"">
        Block 2 of 2
      </div>
    ","0"
"html-button-response","23","2.1.0","373938","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","","",""
"emotion-grid","24","null","425884","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","main","2","4","[{""phase"":""main"",""block"":2,""trial"":4,""image"":""peacock_2.jpg"",""grid_col"":2,""grid_row"":2,""timestamp"":376990},{""phase"":""main"",""block"":2,""trial"":4,""image"":""wolf_2.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":378750},{""phase"":""main"",""block"":2,""trial"":4,""image"":""dolphin_2.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":381184},{""phase"":""main"",""block"":2,""trial"":4,""image"":""horse_2.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":384946},{""phase"":""main"",""block"":2,""trial"":4,""image"":""ladybug_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":386797},{""phase"":""main"",""block"":2,""trial"":4,""image"":""butterfly_2.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":389899},{""phase"":""main"",""block"":2,""trial"":4,""image"":""lion_2.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":394310},{""phase"":""main"",""block"":2,""trial"":4,""image"":""fox_2.jpg"",""grid_col"":9,""grid_row"":4,""timestamp"":397887},{""phase"":""main"",""block"":2,""trial"":4,""image"":""sheep_2.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":408093},{""phase"":""main"",""block"":2,""trial"":4,""image"":""fish_2.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":412013.00000000006},{""phase"":""main"",""block"":2,""trial"":4,""image"":""pigeon_2.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":415265},{""phase"":""main"",""block"":2,""trial"":4,""image"":""squirrel_2.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":419709}]","","",""
"html-button-response","25","2.1.0","428960","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","3074","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","26","2.1.0","437700","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","","",""
"emotion-grid","27","null","481958","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","main","2","5","[{""phase"":""main"",""block"":2,""trial"":5,""image"":""surprise_4.jpg"",""grid_col"":9,""grid_row"":3,""timestamp"":440288},{""phase"":""main"",""block"":2,""trial"":5,""image"":""disgust_3.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":441889},{""phase"":""main"",""block"":2,""trial"":5,""image"":""angry_3.jpg"",""grid_col"":1,""grid_row"":3,""timestamp"":444758},{""phase"":""main"",""block"":2,""trial"":5,""image"":""surprise_3.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":446668},{""phase"":""main"",""block"":2,""trial"":5,""image"":""sad_4.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":449020},{""phase"":""main"",""block"":2,""trial"":5,""image"":""happy_4.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":451546},{""phase"":""main"",""block"":2,""trial"":5,""image"":""angry_4.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":457608},{""phase"":""main"",""block"":2,""trial"":5,""image"":""fearful_4.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":462653},{""phase"":""main"",""block"":2,""trial"":5,""image"":""sad_3.jpg"",""grid_col"":7,""grid_row"":1,""timestamp"":465354},{""phase"":""main"",""block"":2,""trial"":5,""image"":""happy_3.jpg"",""grid_col"":2,""grid_row"":4,""timestamp"":467873},{""phase"":""main"",""block"":2,""trial"":5,""image"":""fearful_3.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":474160},{""phase"":""main"",""block"":2,""trial"":5,""image"":""disgust_4.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":477988}]","","",""
"html-button-response","28","2.1.0","483847","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","1888","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","29","2.1.0","489278","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","","",""
"emotion-grid","30","null","528728","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","main","2","6","[{""phase"":""main"",""block"":2,""trial"":6,""image"":""cherry_2.jpg"",""grid_col"":8,""grid_row"":2,""timestamp"":491846},{""phase"":""main"",""block"":2,""trial"":6,""image"":""flower_2.jpg"",""grid_col"":1,""grid_row"":2,""timestamp"":493597.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""cactus_2.jpg"",""grid_col"":10,""grid_row"":6,""timestamp"":495241},{""phase"":""main"",""block"":2,""trial"":6,""image"":""cabbage_2.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":497675},{""phase"":""main"",""block"":2,""trial"":6,""image"":""grass_2.jpg"",""grid_col"":1,""grid_row"":6,""timestamp"":500152},{""phase"":""main"",""block"":2,""trial"":6,""image"":""acorn_2.jpg"",""grid_col"":5,""grid_row"":1,""timestamp"":501785},{""phase"":""main"",""block"":2,""trial"":6,""image"":""tree_2.jpg"",""grid_col"":1,""grid_row"":5,""timestamp"":503979},{""phase"":""main"",""block"":2,""trial"":6,""image"":""blueberry_2.jpg"",""grid_col"":10,""grid_row"":1,""timestamp"":507081},{""phase"":""main"",""block"":2,""trial"":6,""image"":""leaf_2.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":512209.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""apple_2.jpg"",""grid_col"":7,""grid_row"":2,""timestamp"":514935.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""broccoli_2.jpg"",""grid_col"":9,""grid_row"":6,""timestamp"":519972.99999999994},{""phase"":""main"",""block"":2,""trial"":6,""image"":""peanut_2.jpg"",""grid_col"":4,""grid_row"":1,""timestamp"":523049}]","","",""
"html-button-response","31","2.1.0","534908","animals,emotions,plants","{""animals"":{""block1"":0,""block2"":1},""emotions"":{""block1"":0,""block2"":1},""plants"":{""block1"":0,""block2"":1}}","p009","1","","","","","","","","","","","6177","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
