"trial_type","trial_index","plugin_version","time_elapsed","category_order","set_assignment","participant_id","version","success","timeout","failed_images","failed_audio","failed_video","participant","phase","block","trial","move_log","rt","stimulus","response"
"html-button-response","20","2.1.0","344625","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","","",""
"html-button-response","21","2.1.0","350336","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","5709","
      <div style=""
        display:flex;
        flex-direction:column;
        align-items:center;
        justify-content:center;
        padding:80px 20px 40px 20px;
        text-align:center;
      "">
        <img src=""stimuli/fireworks.gif"" style=""
          width:300px;
          height:200px;
          animation: spinScale 1.5s ease-in-out infinite;
          margin-bottom:30px;
        "">
        <div style=""font-size:28px; font-weight:600;"">
          Great job!
        </div>
      </div>


    ","0"
"html-button-response","22","2.1.0","351527","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","1190","
      <div style=""font-size:24px; padding:20px;"">
        Block 2 of 2
      </div>
    ","0"
"html-button-response","23","2.1.0","353402","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","","",""
"emotion-grid","24","null","376760","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","main","2","4","[{""phase"":""main"",""block"":2,""trial"":4,""image"":""cherry_2.jpg"",""grid_col"":6,""grid_row"":2,""timestamp"":356084},{""phase"":""main"",""block"":2,""trial"":4,""image"":""cactus_2.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":356942},{""phase"":""main"",""block"":2,""trial"":4,""image"":""cabbage_2.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":357942},{""phase"":""main"",""block"":2,""trial"":4,""image"":""broccoli_2.jpg"",""grid_col"":4,""grid_row"":2,""timestamp"":359210},{""phase"":""main"",""block"":2,""trial"":4,""image"":""grass_2.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":361145},{""phase"":""main"",""block"":2,""trial"":4,""image"":""flower_2.jpg"",""grid_col"":5,""grid_row"":6,""timestamp"":362355},{""phase"":""main"",""block"":2,""trial"":4,""image"":""tree_2.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":363522},{""phase"":""main"",""block"":2,""trial"":4,""image"":""peanut_2.jpg"",""grid_col"":5,""grid_row"":2,""timestamp"":365164},{""phase"":""main"",""block"":2,""trial"":4,""image"":""apple_2.jpg"",""grid_col"":5,""grid_row"":3,""timestamp"":366114.00000000006},{""phase"":""main"",""block"":2,""trial"":4,""image"":""leaf_2.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":367526},{""phase"":""main"",""block"":2,""trial"":4,""image"":""acorn_2.jpg"",""grid_col"":5,""grid_row"":4,""timestamp"":369442},{""phase"":""main"",""block"":2,""trial"":4,""image"":""blueberry_2.jpg"",""grid_col"":5,""grid_row"":5,""timestamp"":370534}]","","",""
"html-button-response","25","2.1.0","380422","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","3659","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","26","2.1.0","383299","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","","",""
"emotion-grid","27","null","403050","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","main","2","5","[{""phase"":""main"",""block"":2,""trial"":5,""image"":""dolphin_1.jpg"",""grid_col"":7,""grid_row"":3,""timestamp"":386294},{""phase"":""main"",""block"":2,""trial"":5,""image"":""butterfly_1.jpg"",""grid_col"":7,""grid_row"":4,""timestamp"":387437},{""phase"":""main"",""block"":2,""trial"":5,""image"":""squirrel_1.jpg"",""grid_col"":4,""grid_row"":4,""timestamp"":388787.00000000006},{""phase"":""main"",""block"":2,""trial"":5,""image"":""ladybug_1.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":389763.00000000006},{""phase"":""main"",""block"":2,""trial"":5,""image"":""fish_1.jpg"",""grid_col"":4,""grid_row"":5,""timestamp"":390780.00000000006},{""phase"":""main"",""block"":2,""trial"":5,""image"":""fox_1.jpg"",""grid_col"":5,""grid_row"":5,""timestamp"":391948.00000000006},{""phase"":""main"",""block"":2,""trial"":5,""image"":""peacock_1.jpg"",""grid_col"":6,""grid_row"":5,""timestamp"":393031},{""phase"":""main"",""block"":2,""trial"":5,""image"":""horse_1.jpg"",""grid_col"":7,""grid_row"":5,""timestamp"":394165},{""phase"":""main"",""block"":2,""trial"":5,""image"":""pigeon_1.jpg"",""grid_col"":8,""grid_row"":5,""timestamp"":395791},{""phase"":""main"",""block"":2,""trial"":5,""image"":""sheep_1.jpg"",""grid_col"":9,""grid_row"":5,""timestamp"":397551},{""phase"":""main"",""block"":2,""trial"":5,""image"":""lion_1.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":399044},{""phase"":""main"",""block"":2,""trial"":5,""image"":""wolf_1.jpg"",""grid_col"":4,""grid_row"":6,""timestamp"":400578.00000000006}]","","",""
"html-button-response","28","2.1.0","405844","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","2792","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
"html-button-response","29","2.1.0","417324","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","","",""
"emotion-grid","30","null","437086","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","main","2","6","[{""phase"":""main"",""block"":2,""trial"":6,""image"":""surprise_2.jpg"",""grid_col"":6,""grid_row"":3,""timestamp"":420341},{""phase"":""main"",""block"":2,""trial"":6,""image"":""disgust_1.jpg"",""grid_col"":6,""grid_row"":4,""timestamp"":421291},{""phase"":""main"",""block"":2,""trial"":6,""image"":""happy_1.jpg"",""grid_col"":4,""grid_row"":3,""timestamp"":422250},{""phase"":""main"",""block"":2,""trial"":6,""image"":""fearful_1.jpg"",""grid_col"":4,""grid_row"":4,""timestamp"":423376.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""fearful_2.jpg"",""grid_col"":3,""grid_row"":6,""timestamp"":424986},{""phase"":""main"",""block"":2,""trial"":6,""image"":""angry_1.jpg"",""grid_col"":8,""grid_row"":1,""timestamp"":426311.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""sad_1.jpg"",""grid_col"":7,""grid_row"":6,""timestamp"":427586},{""phase"":""main"",""block"":2,""trial"":6,""image"":""sad_2.jpg"",""grid_col"":2,""grid_row"":4,""timestamp"":429513.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""surprise_1.jpg"",""grid_col"":2,""grid_row"":5,""timestamp"":430947},{""phase"":""main"",""block"":2,""trial"":6,""image"":""disgust_2.jpg"",""grid_col"":10,""grid_row"":4,""timestamp"":432775.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""angry_2.jpg"",""grid_col"":10,""grid_row"":5,""timestamp"":434299.00000000006},{""phase"":""main"",""block"":2,""trial"":6,""image"":""happy_2.jpg"",""grid_col"":6,""grid_row"":6,""timestamp"":435575}]","","",""
"html-button-response","31","2.1.0","440205","plants,animals,emotions","{""plants"":{""block1"":0,""block2"":1},""animals"":{""block1"":1,""block2"":0},""emotions"":{""block1"":1,""block2"":0}}","p006","6","","","","","","","","","","","3117","
    <div style=""
      display:flex;
      flex-direction:column;
      align-items:center;
      justify-content:center;
      padding:80px 20px 40px 20px;
      text-align:center;
    "">
      <img src=""stimuli/star.png"" style=""
        width:160px;
        height:160px;
        animation: spinScale 1.5s ease-in-out infinite;
        margin-bottom:30px;
      "">
      <div style=""font-size:28px; font-weight:600;"">
        Great job!
      </div>
    </div>

    <style>
      @keyframes spinScale {
        0%   { transform: scale(1) rotate(0deg); }
        50%  { transform: scale(1.4) rotate(180deg); }
        100% { transform: scale(1) rotate(360deg); }
      }
    </style>
  ","0"
